,__typename,firstName,lastName,department,id,legacyId,numRatings,avgRating,avgDifficulty
880,Teacher,Benjamin,Burgess,Native Studies,VGVhY2hlci04NzAwMjA=,870020,4,3.9,2.3
881,Teacher,Dawn,Blunk,English,VGVhY2hlci04NzAxMjQ=,870124,1,5,3
882,Teacher,Larry,Berman,Political Science,VGVhY2hlci04NzE0Njg=,871468,13,3.7,2.4
883,Teacher,Steve,Mehallo,Design,VGVhY2hlci04NzQ1ODg=,874588,5,2.2,2.6
885,Teacher,Dorothy,Fraser,Medicine,VGVhY2hlci04NzYyNjE=,876261,2,2.8,3.5
886,Teacher,Leo,Blanken,Political Science,VGVhY2hlci04ODA2Nzg=,880678,25,4.5,3.1
887,Teacher,Kendra,Smith,English,VGVhY2hlci04ODIzMTU=,882315,14,4.7,3
888,Teacher,K,Yoder,Physical Education,VGVhY2hlci04ODQ3NTE=,884751,3,4.3,1.7
889,Teacher,Kal,Balavenkatesan,Asian Studies,VGVhY2hlci04ODU1OTk=,885599,5,5,2
890,Teacher,Nicole,Asquith,French,VGVhY2hlci04ODU2NzA=,885670,4,2.8,4
891,Teacher,Randall,Southard,Agriculture,VGVhY2hlci04ODU5OTQ=,885994,7,4.4,3.4
892,Teacher,Sonya,Berg,Mathematics,VGVhY2hlci04ODY1MTE=,886511,31,3.8,2.6
893,Teacher,Thomas,Johnston,TA,VGVhY2hlci04OTAwMDU=,890005,5,3.8,5
894,Teacher,Julie,Setele,Sociology,VGVhY2hlci04OTAxMTQ=,890114,27,2.3,4.1
895,Teacher,Judith,Rose,English,VGVhY2hlci04OTA4ODE=,890881,19,3,4
897,Teacher,Hope,Medina,Advisor,VGVhY2hlci04OTIzODQ=,892384,4,4,3.2
898,Teacher,Daphne,Potts,Comparative Literature,VGVhY2hlci04OTI1Nzk=,892579,14,4.4,2.7
899,Teacher,Hsin-Chia,Cheng,Physics,VGVhY2hlci04OTM5NTc=,893957,11,2.6,4
900,Teacher,Silas,Hung,Nutrition,VGVhY2hlci04OTM5NzE=,893971,5,4.1,2.6
901,Teacher,Marian,Negoita,Sociology,VGVhY2hlci04OTM5Nzg=,893978,12,3.4,3.3
902,Teacher,Bastian,Heinsohn,German,VGVhY2hlci04OTQzODE=,894381,5,4.2,2.6
903,Teacher,Stephanie,Dungan,Food Science,VGVhY2hlci04OTQ0MzE=,894431,21,3.7,3.2
904,Teacher,Renee,Spenst,Biological Sciences,VGVhY2hlci04OTY2ODQ=,896684,25,1.6,4.3
905,Teacher,Mojgan,Behmand,English,VGVhY2hlci04OTc2MjM=,897623,6,3.3,3
906,Teacher,Masako,Miyanishi,Economics,VGVhY2hlci04OTg3MjU=,898725,40,2.6,2.7
907,Teacher,Steinberg,Francene,Nutrition,VGVhY2hlci04OTg4NDI=,898842,12,3.5,3.9
908,Teacher,David,Smart,Biological Sciences,VGVhY2hlci04OTk1NzU=,899575,5,2.2,3
909,Teacher,Rex,Stem,Classics,VGVhY2hlci05MDMxNzQ=,903174,53,4.6,2.7
910,Teacher,Kent,Leach,Biomedical,VGVhY2hlci05MDQyNjQ=,904264,7,4.4,3.9
911,Teacher,Biswanath,Mukherjee,Computer Science,VGVhY2hlci05MDUxNTE=,905151,9,2.6,2.9
912,Teacher,Constantino,Aznar,Chemistry,VGVhY2hlci05MDY5NjU=,906965,2,4,1.5
913,Teacher,Cody,Gilmore,Philosophy,VGVhY2hlci05MDc0NzY=,907476,44,4,2.7
914,Teacher,George,Jouganatos,Economics,VGVhY2hlci05MDc5Nzk=,907979,26,3.5,3.2
915,Teacher,Noel,Smith,Mathematics,VGVhY2hlci05MDk1MjU=,909525,37,3.4,2.6
916,Teacher,James,Barrett,Economics,VGVhY2hlci05MTA5Mjk=,910929,11,2.6,2.7
919,Teacher,Steven,Iannone,Chemistry,VGVhY2hlci05MjQ5Njc=,924967,27,2.9,3.4
920,Teacher,Verena,Hutter,German,VGVhY2hlci05MjU1OTc=,925597,4,4.1,3
921,Teacher,Hector,Baldis,Physics,VGVhY2hlci05MjY1OTE=,926591,9,2,1.7
922,Teacher,Doug,Metzger,English,VGVhY2hlci05MjcwMTk=,927019,19,5,1.8
923,Teacher,Matthew,McGee,Biological Sciences,VGVhY2hlci05Mjg1MDI=,928502,4,2.9,1
924,Teacher,John,Scholey,Biological Sciences,VGVhY2hlci05MzAxMjI=,930122,3,3.8,2.3
925,Teacher,Sharada,Balachandran-Orihuela,English,VGVhY2hlci05MzA3MTk=,930719,4,4.6,2
926,Teacher,Joshua,Waggoner,Comparative Literature,VGVhY2hlci05MzEzMTI=,931312,9,4.7,2.7
927,Teacher,Michael,Clearwater,English,VGVhY2hlci05MzEzMjQ=,931324,4,4.8,2.8
928,Teacher,Gerhard,Richter,German,VGVhY2hlci05MzIwODE=,932081,9,2.8,4.1
929,Teacher,Jaeho,Cho,Communication,VGVhY2hlci05MzIxNzI=,932172,33,3.7,2.9
930,Teacher,John,Corbally,TA,VGVhY2hlci05MzIyNjE=,932261,3,4.7,1.7
931,Teacher,Karina,Zelaya,Spanish,VGVhY2hlci05MzIzODM=,932383,7,5,1.4
932,Teacher,Jason,MacCannell,Landscape Architecture & Regional Planning,VGVhY2hlci05MzI1NTk=,932559,7,3.6,2.6
933,Teacher,Mark,Opmeer,Mathematics,VGVhY2hlci05MzQxMTc=,934117,8,1.8,3.8
934,Teacher,Lucas,Kirkpatrick,Sociology,VGVhY2hlci05MzgzNTk=,938359,20,4.1,3.9
935,Teacher,Victor,Squitieri,English,VGVhY2hlci05Mzk5MDk=,939909,23,3.1,4.7
936,Teacher,Paul,Shin,Asian Studies,VGVhY2hlci05NDA4NDc=,940847,2,3.5,1
937,Teacher,Claudio,Sorrentino,Environmental Science,VGVhY2hlci05NDIzNzI=,942372,2,3,4
938,Teacher,Barbara,Zimbalist,English,VGVhY2hlci05NDM5ODc=,943987,11,4.7,2.6
940,Teacher,Daniel,Gusfield,Computer Science,VGVhY2hlci05NDU2OTc=,945697,36,2.9,3.1
941,Teacher,William,Maze,Physical Education,VGVhY2hlci05NDU5ODY=,945986,9,4.7,1
942,Teacher,Adam,Sorkin,Mathematics,VGVhY2hlci05NDYyNDQ=,946244,3,4.5,1.7
943,Teacher,Timothy,Weaver,Anthropology,VGVhY2hlci05NDc2MDM=,947603,46,3.5,3.4
944,Teacher,Edward,Feldman,Veterinary Sciences,VGVhY2hlci05NDgwOTA=,948090,2,3,4
945,Teacher,Marcel,Rejmanek,Biological Sciences,VGVhY2hlci05NDgzMTI=,948312,10,2.8,3.5
946,Teacher,Shayma,Hassouna,Languages,VGVhY2hlci05NDkwOTg=,949098,24,4.3,2.4
947,Teacher,Maria,Cetto,Spanish,VGVhY2hlci05NTAzNjU=,950365,2,4.5,2.5
948,Teacher,Esther,Pun,English,VGVhY2hlci05NTE1NDA=,951540,4,4.9,4
949,Teacher,Giulia,Galli,Chemistry,VGVhY2hlci05NTI1NTM=,952553,20,1.4,4.2
950,Teacher,Matthias,Nicodeme,French,VGVhY2hlci05NTM5NzE=,953971,4,4.1,1.8
952,Teacher,Cary,Trexeler,Education,VGVhY2hlci05NTcxOTI=,957192,10,2.2,2.7
953,Teacher,.,Lieth,Environmental Science,VGVhY2hlci05NTc1MTI=,957512,18,4,1.2
955,Teacher,Gariella,Monitola,Political Science,VGVhY2hlci05NTg0NDg=,958448,7,3.2,2.7
956,Teacher,Allison,Rukeyser,Linguistics,VGVhY2hlci05NTg5MzA=,958930,2,2.8,4
957,Teacher,Tessa,Hill,Geology,VGVhY2hlci05NTg5NDE=,958941,25,4.7,2.2
958,Teacher,Robert,Mogull,Economics,VGVhY2hlci05NTkwMjE=,959021,23,4.1,2.3
959,Teacher,Carolyn,Tyjewski,Sociology,VGVhY2hlci05NTkzODM=,959383,6,2.6,5
960,Teacher,Sara,Price,Political Science,VGVhY2hlci05NjAwNTM=,960053,3,3.5,4
961,Teacher,Chris,Ayres,Economics,VGVhY2hlci05NjE5ODU=,961985,2,3.5,3
962,Teacher,Andrea,Smith (ta),African-American Studies,VGVhY2hlci05NjQyNDg=,964248,3,3.7,3.3
964,Teacher,Bonnie,Roy,English,VGVhY2hlci05NjUxODg=,965188,7,3.8,2.3
965,Teacher,Andrew,Marshall,Anthropology,VGVhY2hlci05NjU2MzM=,965633,26,3.8,3.6
966,Teacher,Matthew,Weiss,Political Science,VGVhY2hlci05NjYzOTE=,966391,8,4.1,2.6
967,Teacher,Amir,Hasnain,Political Science,VGVhY2hlci05NjY0Njg=,966468,11,4.8,1.1
969,Teacher,Matt,Wroblewski,Sociology,VGVhY2hlci05NjY5Njg=,966968,1,3.5,4
970,Teacher,Cora,Stryker,English,VGVhY2hlci05NjY5ODY=,966986,2,4.8,2
971,Teacher,Adrienne,Martin,Spanish,VGVhY2hlci05NjgyMTU=,968215,5,4.3,2.2
973,Teacher,Cristiana,Giordano,Anthropology,VGVhY2hlci05NzE2NTg=,971658,30,3.3,2.9
974,Teacher,Eaman,Fattouh,Mathematics,VGVhY2hlci05NzMyOTY=,973296,3,4.8,2
975,Teacher,Michael,Rahilly,Human Development,VGVhY2hlci05NzM0MjM=,973423,17,4.4,1.8
976,Teacher,Kurt,Rohde,Music,VGVhY2hlci05NzgxODk=,978189,14,3.8,3.5
977,Teacher,Toby,Beauchamp,Women's Studies,VGVhY2hlci05Nzg2Nzg=,978678,4,3.4,2.5
979,Teacher,Michael,O'Mahony,Food Science,VGVhY2hlci05OTI2NTY=,992656,4,4.6,2.8
980,Teacher,Daria,Eiteneer,Physics,VGVhY2hlci05OTgzNDU=,998345,8,4.2,3.6
981,Teacher,Robert,Zierenberg,Geology,VGVhY2hlci05OTg0MzI=,998432,9,3.6,3.6
982,Teacher,Annabelle,Dolidon,French,VGVhY2hlci05OTkzMzA=,999330,5,4.2,2.2
984,Teacher,Yukko,Uchikoshi,Linguistics,VGVhY2hlci0xMDAwMjMy,1000232,3,4.5,2
985,Teacher,Brad,Shaffer,Biological Sciences,VGVhY2hlci0xMDAwMzM4,1000338,5,4.5,2.6
986,Teacher,Natalia,Deeb-Sossa,Sociology,VGVhY2hlci0xMDAxMTk3,1001197,30,3.7,2.8
987,Teacher,Claire,Dawkins,English,VGVhY2hlci0xMDAyODU1,1002855,12,4,3.3
988,Teacher,Paul,Hurst,Electrical Engineering,VGVhY2hlci0xMDA1NzI3,1005727,9,4.8,1.2
989,Teacher,Patrick,Dragon,Mathematics,VGVhY2hlci0xMDA2ODY1,1006865,8,3.5,3.4
990,Teacher,Pete A.,Richerson,Environmental Science,VGVhY2hlci0xMDA3OTU5,1007959,2,3.3,2
991,Teacher,Jesse,Drew,Technoculture Studies,VGVhY2hlci0xMDA4ODQx,1008841,18,4.7,2.3
992,Teacher,Zhe,Chen,Psychology,VGVhY2hlci0xMDA4OTI4,1008928,9,2.7,3.6
993,Teacher,Yohei,Yokobayashi,Biomedical,VGVhY2hlci0xMDA5MjY1,1009265,16,3.7,2.9
994,Teacher,Emi,Arima,Mathematics,VGVhY2hlci0xMDEwMzQz,1010343,2,4.5,2.5
996,Teacher,Caroline,Kurtz,Nutrition,VGVhY2hlci0xMDEyNzYx,1012761,8,2.7,2.8
998,Teacher,Carole,Hom,Biological Sciences,VGVhY2hlci0xMDE0MTkx,1014191,3,4.5,3.7
999,Teacher,John,Marx,English,VGVhY2hlci0xMDE2Mzgz,1016383,13,4.4,3.4
1000,Teacher,Lawrence,Austria,Mathematics,VGVhY2hlci0xMDI0MDMy,1024032,10,4.8,2.6
1001,Teacher,Beverly,Wilcox,Music,VGVhY2hlci0xMDI0NTk3,1024597,2,3,3.5
1002,Teacher,Jared,Shaw,Chemistry,VGVhY2hlci0xMDI3NTMx,1027531,21,4.4,3.2
1003,Teacher,Kristin,Wehner,English,VGVhY2hlci0xMDI4ODc4,1028878,6,4.4,2.2
1005,Teacher,Rex,Peters,Physical Education,VGVhY2hlci0xMDI5MjIz,1029223,4,4.6,1.5
1006,Teacher,Ali A.,Dadel,Mathematics,VGVhY2hlci0xMDI5OTA5,1029909,18,3.8,3.7
1007,Teacher,Jeffrey,Ferreira,Mathematics,VGVhY2hlci0xMDMxMDEy,1031012,5,4.3,3.8
1008,Teacher,Larry,Lagerstrom,Electrical & Comp. Engineering,VGVhY2hlci0xMDMxNjMw,1031630,87,4.1,2.4
1010,Teacher,Darrin,Martin,Native Studies,VGVhY2hlci0xMDMyNjU0,1032654,10,3.7,3
1011,Teacher,Jaspreet,Singh,Mathematics,VGVhY2hlci0xMDMzMTYx,1033161,2,4.5,1
1012,Teacher,Charles,Goldman,Environmental Science,VGVhY2hlci0xMDMzMzA1,1033305,1,5,3
1013,Teacher,Ann,Savageau,Design,VGVhY2hlci0xMDMzODg2,1033886,15,3.3,2.5
1015,Teacher,Fabiana,Li,Anthropology,VGVhY2hlci0xMDM1MDkx,1035091,2,4.3,3.5
1016,Teacher,Paola,Castelli,Psychology,VGVhY2hlci0xMDM1NzM3,1035737,34,2.8,3
1017,Teacher,Brian,Osserman,Mathematics,VGVhY2hlci0xMDM2NjI2,1036626,60,3.5,3.4
1018,Teacher,Tamara,Weinstein,Psychology,VGVhY2hlci0xMDM5NzMw,1039730,11,4.5,2.2
1020,Teacher,Mara,Kolesas,Political Science,VGVhY2hlci0xMDQzNTA1,1043505,4,2.9,4.8
1021,Teacher,Robert,May,Philosophy,VGVhY2hlci0xMDQ0Mjk3,1044297,12,3.6,3.2
1022,Teacher,Soichiro,Yamada,Biomedical,VGVhY2hlci0xMDQ1MDc2,1045076,4,3.9,3
1023,Teacher,Mark,Jerng,English,VGVhY2hlci0xMDUxNTg0,1051584,21,4.3,2.8
1024,Teacher,Katerina,Frank,Music,VGVhY2hlci0xMDUyODUz,1052853,3,3.2,3.7
1025,Teacher,Steven,Ybarra,Chicano Studies,VGVhY2hlci0xMDYwMjYz,1060263,5,4.3,3.2
1026,Teacher,Natasha,Vidic,Geology,VGVhY2hlci0xMDYxNjY3,1061667,7,2.9,2.7
1027,Teacher,Matt,Schombs,Chemistry,VGVhY2hlci0xMDYyNTIx,1062521,3,4.7,3
1029,Teacher,Lisa,Schulkind,Economics,VGVhY2hlci0xMDY2NTg0,1066584,3,5,2.3
1030,Teacher,Derek,Wise,Mathematics,VGVhY2hlci0xMDY2OTQx,1066941,8,3.4,3.4
1031,Teacher,Andreas,Agocs,History,VGVhY2hlci0xMDcwMTA2,1070106,9,4.6,3.1
1032,Teacher,Brian,Davisson,Comparative Literature,VGVhY2hlci0xMDcwMjQz,1070243,5,4,3.4
1033,Teacher,"Dianwen ""James""",Zhu,Mathematics,VGVhY2hlci0xMDcwMzAw,1070300,32,1.5,4.4
1034,Teacher,Jennifer,Burger,English,VGVhY2hlci0xMDcxMTUw,1071150,6,4.5,1.8
1035,Teacher,Jonathan,Helm,Psychology,VGVhY2hlci0xMDcyMTg1,1072185,19,4.9,2.2
1036,Teacher,Susie,Kisber,Sociology,VGVhY2hlci0xMDczMzAz,1073303,1,1,1
1037,Teacher,Gabriel,Hourcade,French,VGVhY2hlci0xMDczNjg1,1073685,4,4.8,2.3
1038,Teacher,Yang,Xiao,Chinese,VGVhY2hlci0xMDc5NDAy,1079402,7,4.4,2.6
1039,Teacher,Shannon,Ford,English,VGVhY2hlci0xMDgxODMw,1081830,9,4.7,1.6
1040,Teacher,Erin,Paszko,English,VGVhY2hlci0xMDgyOTg1,1082985,13,4,4.2
1042,Teacher,Edward,Caswell-Chen,Animal Science,VGVhY2hlci0xMDg1NDg3,1085487,62,4,2.1
1044,Teacher,Abrar,Shaukat,Physics,VGVhY2hlci0xMDg2OTI2,1086926,5,3.4,3.4
1045,Teacher,Michael,Denison,Environmental Toxicology,VGVhY2hlci0xMDg3NTgy,1087582,16,4.5,2.8
1046,Teacher,Karen,Embry,English,VGVhY2hlci0xMDk0NzAx,1094701,10,4.6,2.5
1047,Teacher,J. Clark,Lagarias,Biochemistry,VGVhY2hlci0xMDk0OTQz,1094943,18,4,3.7
1048,Teacher,Teresa,Casey,Sociology,VGVhY2hlci0xMDk3MDcw,1097070,15,3,3.3
1049,Teacher,Will,Elliott,TA,VGVhY2hlci0xMDk5NDU0,1099454,10,4.4,1.8
1050,Teacher,Kevin,Salyer,Economics,VGVhY2hlci0xMDk5ODM1,1099835,12,3.8,4.7
1051,Teacher,Michael,Turrelli,Biological Sciences,VGVhY2hlci0xMTAwMjM3,1100237,7,3.1,4
1052,Teacher,Chad,Anderson,History,VGVhY2hlci0xMTAwNTU2,1100556,7,4.1,2.7
1053,Teacher,Katie,Demps,Anthropology,VGVhY2hlci0xMTAwNzEy,1100712,3,4.2,2.3
1054,Teacher,Erin,Hendel,English,VGVhY2hlci0xMTAwNzM5,1100739,3,4.7,2
1055,Teacher,Donald,Land,Chemistry,VGVhY2hlci0xMTAwNzQ1,1100745,51,3.9,2.7
1056,Teacher,Janice,Tanemura,English,VGVhY2hlci0xMTAxMjA4,1101208,3,4.5,3
1057,Teacher,Kelly,Bilinski,Spanish,VGVhY2hlci0xMTAxNTEw,1101510,11,4.8,2.6
1058,Teacher,James,Murray,Animal Science,VGVhY2hlci0xMTAxNjQ5,1101649,25,3.5,3.1
1059,Teacher,Francesco,Rubini,Mathematics,VGVhY2hlci0xMTAzMDA0,1103004,14,1.2,4.4
1060,Teacher,Keri,Clemens,Chemistry,VGVhY2hlci0xMTAzMzQz,1103343,22,3.6,2.9
1061,Teacher,Ryan,Fong,English,VGVhY2hlci0xMTAzNTQ0,1103544,6,3.7,3.2
1062,Teacher,Marc,Scarcelli,Political Science,VGVhY2hlci0xMTAzOTkw,1103990,7,4.6,3.6
1063,Teacher,Milosz,Kucharski,Political Science,VGVhY2hlci0xMTA0MTM2,1104136,6,4.8,2.5
1064,Teacher,Tilahun,Yilma,Medicine,VGVhY2hlci0xMTA0MTY3,1104167,1,5,1
1065,Teacher,Christopher,Loar,English,VGVhY2hlci0xMTA0MjYy,1104262,5,3.9,3.4
1066,Teacher,Charles,Lesher,Geology,VGVhY2hlci0xMTA0NDEx,1104411,8,3.7,3.4
1067,Teacher,Jenny,Plasse,Cell Biology & Neuroanatomy,VGVhY2hlci0xMTA1MjU2,1105256,13,5,3.7
1068,Teacher,David,Spiller,Biological Sciences,VGVhY2hlci0xMTA1MzA1,1105305,16,4.5,2.2
1069,Teacher,Rowena,Gray,Economics,VGVhY2hlci0xMTA1NjIx,1105621,4,3.1,4.3
1070,Teacher,Valerie,Hecht,Spanish,VGVhY2hlci0xMTA3MjQ5,1107249,4,4.8,2.3
1072,Teacher,Alissa,Kendall,Civil Engineering,VGVhY2hlci0xMTA4NTY0,1108564,10,3.4,2.6
1073,Teacher,Harriett,Jernigan,German,VGVhY2hlci0xMTA4OTc2,1108976,5,4,2.2
1074,Teacher,Tania,Garcia,History,VGVhY2hlci0xMTA5Njc3,1109677,2,4.8,3
1075,Teacher,Catherine,Anderson,Art History,VGVhY2hlci0xMTA5Njc4,1109678,10,3.9,2.7
1076,Teacher,Stuart,Carroll,Theatre & Dance,VGVhY2hlci0xMTA5Njgx,1109681,9,4.9,2
1077,Teacher,Megan,McMullan,French,VGVhY2hlci0xMTA5NzQy,1109742,19,4.2,2.5
1079,Teacher,Ryan,Galt,Social Science,VGVhY2hlci0xMTEwMzA0,1110304,34,4.5,3.9
1080,Teacher,Kurtis,Kredo,Computer Science,VGVhY2hlci0xMTEwODYx,1110861,3,4.2,4
1081,Teacher,Shawn,Hamilton,English,VGVhY2hlci0xMTExMzAx,1111301,3,4.8,2
1082,Teacher,John,Werner,Biological Sciences,VGVhY2hlci0xMTExMzEy,1111312,4,4.1,3
1083,Teacher,Raul,Piedrahita,Engineering,VGVhY2hlci0xMTExMzEz,1111313,2,4.3,2.5
1085,Teacher,Rheana,Parrenas,Asian Studies,VGVhY2hlci0xMTEyNTgz,1112583,2,3.3,5
1086,Teacher,Chan-Ho,Suh,Mathematics,VGVhY2hlci0xMTEyNjQ5,1112649,13,2.5,2.6
1087,Teacher,Mitali,Das,Statistics,VGVhY2hlci0xMTEyNjYx,1112661,2,4.5,3.5
1088,Teacher,Daniel,Phillips,Physics,VGVhY2hlci0xMTEyNjgy,1112682,1,4.5,3
1089,Teacher,Jennifer,Wilson,English,VGVhY2hlci0xMTEyOTAz,1112903,7,3.6,3.6
1090,Teacher,Jiancheng,Liu,Mechanical Engineering,VGVhY2hlci0xMTEyOTc2,1112976,16,4.5,2.7
1091,Teacher,Tony,Snell,Engineering,VGVhY2hlci0xMTEyOTgx,1112981,3,4.7,2
1092,Teacher,Simon,Chan,Biological Sciences,VGVhY2hlci0xMTEzMzI1,1113325,13,3.7,3.9
1093,Teacher,James,Addona,English,VGVhY2hlci0xMTEzNzM5,1113739,9,4.4,2.7
1094,Teacher,Ashley,Hall,Native American Studies,VGVhY2hlci0xMTEzNzk3,1113797,9,4.6,1.6
1095,Teacher,Abigail,Boggs,Women's Studies,VGVhY2hlci0xMTE0MTA2,1114106,12,4.8,3.3
1096,Teacher,Emily,Foss,Writing,VGVhY2hlci0xMTE0NTk3,1114597,28,4.4,2.4
1097,Teacher,Michael,McQuarrie,Sociology,VGVhY2hlci0xMTE1OTMw,1115930,21,3.7,3.6
1098,Teacher,Thomas,Hanh,Psychology,VGVhY2hlci0xMTE2OTQ2,1116946,5,4.2,1.6
1099,Teacher,Kaino,Hopper,Design,VGVhY2hlci0xMTE3NDM5,1117439,6,4.8,2.7
1101,Teacher,Carmen,Fortes,TA,VGVhY2hlci0xMTE4MzE0,1118314,6,3.5,2.7
1102,Teacher,Mark,Bowen,Physics,VGVhY2hlci0xMTIxMTky,1121192,4,4.9,2.3
1103,Teacher,Markus,Luty,Physics,VGVhY2hlci0xMTI0MzU3,1124357,30,3.9,3.8
1104,Teacher,Delbert,Bump,Music,VGVhY2hlci0xMTI0NzY2,1124766,1,1.5,1
1105,Teacher,Marcella,Livi,German,VGVhY2hlci0xMTI1NjQy,1125642,7,4.8,3.8
1106,Teacher,Stephen,Harris,Economics,VGVhY2hlci0xMTI2NjU4,1126658,1,1,5
1107,Teacher,Andrea,Smith,Sociology,VGVhY2hlci0xMTI2OTMw,1126930,9,3.9,2.2
1109,Teacher,Peter,Hall,Statistics,VGVhY2hlci0xMTMzNjcy,1133672,3,3.2,1.7
1110,Teacher,Elena,Shapiro,Comparative Literature,VGVhY2hlci0xMTM0MzE0,1134314,2,4,3
1111,Teacher,Bryce,Falk,Plant Pathology,VGVhY2hlci0xMTM1MTkz,1135193,8,4.2,4.3
1112,Teacher,Binh,Dao,Chemistry,VGVhY2hlci0xMTM4MjI3,1138227,4,3.3,2.8
1113,Teacher,Hongwu,Chen,Biological Sciences,VGVhY2hlci0xMTM4NzQy,1138742,3,1.9,2.3
1114,Teacher,Theodore,DeJong,Pomology,VGVhY2hlci0xMTM5MDAy,1139002,1,3,4
1115,Teacher,David,Bremer,Mathematics,VGVhY2hlci0xMTM5NjA3,1139607,16,3.5,3.4
1117,Teacher,Liz,Montegary,Women's Studies,VGVhY2hlci0xMTQxNTk2,1141596,9,3.9,3.9
1118,Teacher,Robert,Faris,Sociology,VGVhY2hlci0xMTQzNTQ1,1143545,33,3.4,3.6
1120,Teacher,Robert,Svoboda,Physics,VGVhY2hlci0xMTQ0NTk4,1144598,15,2.2,3.7
1121,Teacher,Josef,Harrington,Spanish,VGVhY2hlci0xMTQ2Mzk5,1146399,2,4.5,2.5
1122,Teacher,Kirk,Klasing,Nutrition,VGVhY2hlci0xMTQ2OTE1,1146915,3,4,3.7
1123,Teacher,Dennis,Holden,Philosophy,VGVhY2hlci0xMTQ3MzAz,1147303,5,4.5,2.4
1124,Teacher,Euna,Chong,Mathematics,VGVhY2hlci0xMTQ5NzQy,1149742,21,2.6,3.7
1125,Teacher,Hong,Ma,Economics,VGVhY2hlci0xMTUxMTk4,1151198,2,4.5,3.5
1126,Teacher,Elisabeth,Ritacca,History,VGVhY2hlci0xMTUxNjQ2,1151646,3,4.7,2.3
1127,Teacher,Rajiv,Singh,Physics,VGVhY2hlci0xMTUyNDAw,1152400,27,4,2.6
1128,Teacher,Zach,Wong,Environmental Toxicology,VGVhY2hlci0xMTUyNDc1,1152475,5,3.1,3.6
1129,Teacher,Mindi,McMann,English,VGVhY2hlci0xMTU1MTg1,1155185,4,4.9,1.5
1130,Teacher,Rudolph,Beran,Statistics,VGVhY2hlci0xMTU1OTU2,1155956,4,2,3.5
1132,Teacher,Bradley,Morris,Philosophy,VGVhY2hlci0xMTYwMjg3,1160287,4,1.9,4.8
1133,Teacher,Belgin,San Akca,Political Science,VGVhY2hlci0xMTYwNTYw,1160560,2,3.5,4
1134,Teacher,John,Driscoll,Design,VGVhY2hlci0xMTYwNjE4,1160618,13,4.5,2.3
1135,Teacher,Tingrui,Pan,Biomedical Engineering,VGVhY2hlci0xMTYxNjY2,1161666,6,2.5,2.8
1136,Teacher,Tim,Carpenter,Veterinary Sciences,VGVhY2hlci0xMTY1MDcy,1165072,1,5,3
1137,Teacher,Mark,Kessler,Design,VGVhY2hlci0xMTY3MzMz,1167333,12,4.1,3.6
1139,Teacher,Shannah,Whithaus,English,VGVhY2hlci0xMTczNjY4,1173668,9,1.4,3.9
1141,Teacher,Pamela,Ronald,Pathology,VGVhY2hlci0xMTc1NjQ1,1175645,11,3.3,2.5
1142,Teacher,John,Hawkins,Linguistics,VGVhY2hlci0xMTc1OTU4,1175958,21,4.7,1.7
1143,Teacher,Travis,Loux,Statistics,VGVhY2hlci0xMTc3NDg3,1177487,22,4.8,1.4
1144,Teacher,Marcus,Afshar,Physics,VGVhY2hlci0xMTc3NzAw,1177700,4,4.8,3
1145,Teacher,James,Engle,Psychology,VGVhY2hlci0xMTc5MjAz,1179203,22,3.8,1.9
1146,Teacher,Thomas,Munn,Theatre & Dance,VGVhY2hlci0xMTc5Mjc5,1179279,5,3.3,1.6
1148,Teacher,Jack,Goldberg,Biological Sciences,VGVhY2hlci0xMTgwNzMw,1180730,87,3.4,3.8
1149,Teacher,Douglas,Gisi,Animal Science,VGVhY2hlci0xMTgxNDY3,1181467,20,4.9,1.4
1150,Teacher,Laurel,Recker,English,VGVhY2hlci0xMTgxNjIw,1181620,11,4.1,2.9
1151,Teacher,John,Iacovelli,Theatre & Dance,VGVhY2hlci0xMTgyOTM2,1182936,10,3.8,2.7
1152,Teacher,Michael,McGrann,Wildlife,VGVhY2hlci0xMTgzMzA1,1183305,4,3.5,1.8
1153,Teacher,Ron,Manara,Physical Education,VGVhY2hlci0xMTgzMzA3,1183307,5,4.8,1
1154,Teacher,Alexander,Saw,Physics,VGVhY2hlci0xMTgzMzQ4,1183348,13,3.1,3.1
1155,Teacher,Gitta,Coaker,Plant Pathology,VGVhY2hlci0xMTgzNTcz,1183573,7,3.6,2.5
1157,Teacher,Samantha,Quang,Chemistry,VGVhY2hlci0xMTg1MjA3,1185207,1,4.5,5
1158,Teacher,Ari Y,Kelman,American Studies,VGVhY2hlci0xMTg2MjA3,1186207,9,2.9,3
1159,Teacher,Kaitlin,Walker,English,VGVhY2hlci0xMTg3NjMw,1187630,7,1.9,4.9
1160,Teacher,Demetrios,Spyridakis,Native American Studies,VGVhY2hlci0xMTkwMDM5,1190039,17,4.9,3.4
1161,Teacher,Bahram,Ravani,Mechanical Engineering,VGVhY2hlci0xMTkwNjIz,1190623,5,3.9,2.4
1162,Teacher,Victoria,Langland,History,VGVhY2hlci0xMTkxODY2,1191866,6,4.2,3.3
1163,Teacher,Roberto,Lopez,Spanish,VGVhY2hlci0xMTkxOTk0,1191994,4,4.4,2
1164,Teacher,Dewey,Ryu,Chemical Engineering,VGVhY2hlci0xMTkyODI5,1192829,6,1.5,5
1165,Teacher,William,Casey,Chemistry,VGVhY2hlci0xMTkyODkw,1192890,68,2.3,3.9
